A1  ab  Ab morgen muss ich arbeiten.      
A1	der Ausgang	Wo ist der Ausgang?
A1	die Auskunft,	-ü, e Können Sie mir eine Auskunft geben?
A1	das Ausland	Fahren Sie ins Ausland?
A1	der Ausländer,	- SInd Sie Ausländerin?
A1	ausländisch	Leider habe ich nur ausländisches Geld.
A1	ausmachen	Mach bitte das Licht aus!
A1	die Aussage,	-n Ist die Aussage richtig oder falsch?
A1	aussehen	Das sieht schön aus.
A1	aus sein	Das Licht ist aus. | Die Schule ist aus.
A1	aussteigen	Wo muss ich aussteigen?
A1	der Ausweis	Hier ist mein Ausweis.
A1	(sich) ausziehen	Zieh die Schuhe aus, bitte!
A1	das Auto,	-s Er kommt mit dem Auto.
A1	die Autobahn,	-en Wo geht‘s hier bitte zur Autobahn?
A1	der Automat	Die Fahrkarten gibt es nur am Automaten.
A1	automatisch	Du musst nichts machen. Das geht automatisch.
A1	das Baby,	-s Mein Kind ist noch ein Baby.
A1	die Bäckerei	Ich geh mal schnell zur Bäckerei.
A1	das Bad	Wir haben kein großes Bad.
A1	baden	Ich bade nicht so gern, ich dusche lieber.
A1	die Bahn	Wir fahren lieber mit der Bahn. | Ich nehme die nächste Bahn.
A1	der Bahnhof	Komme ich hier zum Bahnhof?
A1	der Bahnsteig	Auf welchem Bahnsteig fährt der Zug?
A1	bald	Ich komme bald.
A1	der Balkon	Die Wohnung hat auch einen kleinen Balkon.
A1	die Banane,	-n Drei Bananen, bitte!
A1	die Bank	Die Bank schließt schon um vier Uhr. | Er sitzt im Park auf einer Bank und liest.
A1	bar	Muss ich bar zahlen oder geht‘s auch mit Karte?
A1	der Bauch	Seit gestern tut mir der Bauch weh.
A1	der Baum,	-ä, e Vorsicht, fahr nicht an den Baum!
A1	der Beamte,	-n Fragen Sie die Beamtin an Schalter acht!
A1	bedeuten	Was bedeutet das Wort?
A1	beginnen	Das Spiel beginnt um 15.30 Uhr.
A1	bei	Offenbach liegt bei Frankfurt. | Ich wohne bei meinen Eltern. | Bei uns regnet es heute. | Er arbeitet bei der Polizei.
A1	beide	Beide Eltern arbeiten. | Wir kommen beide.
A1	das Bein,	-e Mein rechtes Bein tut weh.
A1	das Beispiel,	-e Kannst du mir ein Beispiel sagen?
A1	zum	Beispiel/z. B. Viele meiner Verwandten, z. B. meine beiden | Brüder, arbeiten auch hier.
A1	bekannt	Picasso ist sehr bekannt.
A1	der/die	Bekannte, -n Ein Bekannter von mir heißt Klaus.
A1	bekommen	Haben Sie meinen Brief bekommen? | Was bekommen Sie? | Dieses Medikament bekommen Sie in der Apotheke.
A1	benutzen	Die Aufzüge bitte nicht benutzen!
A1	der Beruf,	-e Was sind Sie von Beruf? | Was ist Ihr Beruf?
A1	besetzt	Die Nummer ist immer besetzt. | Der Platz ist besetzt.
A1	besichtigen	Ich möchte gern den Dom besichtigen.
A1	besser	Es geht mir schon besser.
A1	best-	Am besten treffen wir uns morgen.
A1	bestellen	Wir möchten bestellen, bitte. | bestellen?
A1	besuchen	Darf ich dich besuchen?
A1	das Bett,	-en Wir brauchen noch ein Kinderbett.
A1	bezahlen	Wo muss ich bezahlen?
A1	das Bier	Noch ein Bier bitte.
A1	das Bild,	-er Hast du ein Bild von deinem Sohn?
A1	billig	Die Jacke kostet nur 10 Euro! Die ist aber billig!
A1	die Birne,	-n Ein Kilo Birnen, bitte!
A1	bis	Ich fahre nur bis Stuttgart. | Ich warte bis morgen. | Deutsch.
A1	bitte	Eine Tasse Kaffee, bitte! | Sprechen Sie bitte leise!
A1	die Bitte,	-n Ich habe noch eine Bitte.
A1	bitten	Darf ich Sie um etwas bitten?
A1	bitter	Der Kaffee schmeckt bitter.
A1	bleiben	Ich bleibe heute zu Hause. | Wir bleiben nur bis morgen.
A1	der Bleistift,	-e Hast du einen Bleistift? | Rhein.
A1	die Blume,	-n Gefallen dir die Blumen?
A1	der Bogen	Schreiben Sie Ihre Lösungen bitte auf den Antwortbogen.
A1	böse	Sie ist böse auf mich.
A1	brauchen	Brauchst du die Zeitung noch?
A1	breit	Wie breit ist der Schrank?
A1	der Brief,	-e Haben Sie einen Brief für mich?
A1	die Briefmarke,	-n Kaufst du bitte Briefmarken bei der Post.
A1	bringen	Bringen Sie mir bitte noch einen Kaffee! | Wir müssen ihn zum Arzt bringen.
A1	das Brot,	-e Haben Sie auch Weißbrot? | Nimm noch ein paar Brote für die Fahrt mit.
A1	das Brötchen,	– Möchtest du Brötchen zum Frühstück?
A1	der Bruder,	-ü Sein Bruder arbeitet auch hier.
A1	das Buch,	-ü, er Gute Bücher sind oft sehr teuer. | In diesem Wörterbuch finden Sie mehr als 20.000 Wörter.
A1	der Buchstabe,	-n Diesen Buchstaben gibt es in meiner Sprache nicht.
A1	buchstabieren	Bitte buchstabieren Sie Ihren Namen.
A1	der Bus,	-se Wann kommt der nächste Bus?
A1	die Butter	Für mich bitte ein Brötchen mit Butter und Käse.
A1	das Café,	-s Sollen wir uns im Café treffen?
A1	die CD,	-s Bring bitte deine Lieblings-CD mit.
A1	der Chef	Wir haben eine neue Chefin. | circa/ca. Von Mainz nach Frankfurt sind es circa fünfzig | Kilometer.
A1	der Computer,	– Wann bekommst du deinen neuen Computer?
A1	da	Da hinten ist er ja. | Wir sprechen gerade über Paul. Da kommt er ja gerade. | Ich nehme das da. | Ist Herr Klein schon da? | Sehr geehrte Damen und Herren!
A1	daneben	Du kennst doch die Post. Daneben ist die Bank.
A1	danken	Ich danke Ihnen für die Einladung.
A1	der Dank	Vielen Dank! | Herzlichen Dank!
A1	danke	Soll ich Ihnen helfen? - Nein, danke!
A1	dann	Ich muss noch schnell zur Post, dann komme ich.
A1	das Datum	Bitte schreiben Sie noch das Datum auf das Formular.
A1	dauern	Wie lange dauert der Film?
A1	dein-	Ist das dein Auto? | Ist das deins?
A1	denn	Ich kann nicht kommen, denn ich bin krank.
A1	der, die,	das Ich nehme das da. | Hier ist der Brief, den du suchst. | Die Fahrkarte bekommst du am Bahnhof.
A1	dich	Die Blumen sind für dich.
A1	dies-	Ich nehme lieber diesen Kuchen.
A1	dir	Gefallen dir die Blumen?
A1	die Disco	Heute abend gehen wir in die Disco tanzen.
A1	der Doktor	Meine Tochter ist krank. Wir gehen zum Doktor.
A1	das Doppelzimmer	Wollen Sie ein Doppelzimmer oder ein Einzelzimmer?
A1	das Dorf,	-ö, er Meine Familie lebt in einem Dorf.
A1	dort, -her,	-hin Deine Tasche kannst du dorthin stellen. | Dort ist unser Haus.
A1	draußen	Wollen wir draußen sitzen?
A1	drucken	Bitte drucke das Formular für mich.
A1	der Drucker,	– Mein Drucker ist kaputt.
A1	drücken	Drück hier, dann geht der Computer an.
A1	durch	Am besten gehen Sie durch die Breite Straße.
A1	die Durchsage,	-n Ich habe die Durchsage nicht verstanden.
A1	dürfen	Sie dürfen hier nicht rauchen. | Darf ich Sie zu einem Kaffee einladen? | Es darf nicht mehr als 15 Euro kosten.
A1	der Durst	Hast du etwas zu trinken? Ich habe großen Durst.
A1	(sich) duschen	Ich bade nicht so gern, ich dusche lieber.
A1	die Dusche	Unsere Wohnung hat nur eine Dusche.
A1	die Ecke,	-n An der nächsten Ecke links.
A1	der Ehemann,	ä, er Das ist mein (Ehe-) Mann/meine (Ehe-) Frau.
A1	das Ei,	-er Möchtest du ein Ei zum Frühstück?
A1	eilig	Hast du es eilig?
A1	ein-	Ich nehme ein Bier. Willst du auch eins? | Ist hier einer, der das kann?
A1	einfach	Die Prüfung ist ganz einfach. | Hin und zurück? – Nein, bitte nur einfach. | Ich brauche nur ein einfaches Zimmer.
A1	der Eingang	Der Eingang ist um die Ecke.
A1	einkaufen	Ich muss noch für morgen einkaufen.
A1	einladen	Darf ich Sie zu einem Kaffee einladen?
A1	die Einladung	Danke für die Einladung!
A1	einmal	Diese Prüfung mache ich nicht noch einmal.
A1	einsteigen	Schnell, steig ein, der Zug fährt gleich.
A1	der Eintritt	Der Preis für den Eintritt ist 5 Euro.
A1	das Einzelzimmer	Haben Sie noch ein Einzelzimmer?
A1	die Eltern	(pl.) Meine Eltern leben in Spanien.
A1	die E-Mail,	-s Ich habe Ihre E-Mail nicht bekommen. | Empfänger.
A1	empfehlen	Welchen Wein können Sie mir empfehlen?
A1	enden	Die Straße endet hier.
A1	das Ende	Sie wohnt am Ende der Straße. | Er bekommt sein Geld am Ende des Monats.
A1	entschuldigen	Entschuldigen Sie bitte!
A1	die Entschuldigung	Entschuldigung! – Bitte.
A1	er	Er heißt Ali.
A1	das Ergebnis,	-se Das Ergebnis des Tests bekommen Sie in zwei Wochen.
A1	erklären	Kannst du mir das erklären?
A1	erlauben	Rauchen ist hier nicht erlaubt.
A1	der Erwachsene,	-n Dieser Film ist nur für Erwachsene.
A1	erzählen	Wir müssen euch etwas erzählen!
A1	es	Es regnet.
A1	essen	Was gibt es zu essen?
A1	das Essen	Das Essen ist heute sehr gut.
A1	euer	Euer Kurs beginnt heute.
A1	fahren	Ich fahre mit dem Auto zur Arbeit.
A1	der Fahrer	Bitte nicht mit dem Fahrer sprechen!
A1	die Fahrkarte,	-n Hast du schon eine Fahrkarte?
A1	das Fahrrad,	-ä, er Fährst du mit dem Fahrrad oder mit dem Auto?
A1	falsch	Das ist falsch.
A1	die Familie,	-n Meine Familie lebt in Spanien.
A1	der Familienname	Meine Familiennamen sind García González.
A1	der Familienstand	Bei „Familienstand“ musst du „ledig“ ankreuzen.
A1	die Farbe,	-n Die Farbe gefällt mir gut.
A1	das Fax,	-e Schicken Sie uns einfach ein Fax! | Feier- z. B. Feierabend, Feiertag | Am Montag ist Feiertag.
A1	feiern	Wir feiern heute meinen Geburtstag.
A1	fehlen	Herr Müller ist nicht da, er fehlt schon seit drei Tagen. | Was fehlt Ihnen?
A1	der Fehler,	– Diesen Fehler mache ich immer.
A1	fernsehen	Wollen wir heute Abend mal fernsehen?
A1	fertig	Bist du fertig? | Ist mein Auto schon fertig?
A1	das Feuer	Haben Sie Feuer?
A1	das Fieber	Mein Mann hat noch immer Fieber.
A1	der Film,	-e Ich möchte gern diesen Film sehen.
A1	finden	Wir müssen den Schlüssel finden.
A1	die Firma	Er arbeitet jetzt bei einer anderen Firma.
A1	der Fisch,	-e Ich esse gern Fisch. Fleisch mag ich nicht.
A1	die Flasche,	-n Eine Flasche Bier, bitte.
A1	das Fleisch	Fleisch mag ich nicht.
A1	fliegen	Ich fliege nicht gern. Deshalb fahre ich mit dem Zug.
A1	abfliegen	Wann fliegst du ab?
A1	der Abflug	Der Abflug ist um 11.20 Uhr.
A1	der Flughafen	Kannst du mich zum Flughafen bringen?
A1	das Flugzeug	Das Flugzeug aus Berlin kommt heute später an.
A1	das Formular,	-e Sie müssen dieses Formular ausfüllen.
A1	das Foto,	-s Darf ich ein Foto machen?
A1	fragen	Er möchte Sie etwas fragen. Wann kommen Sie?
A1	die Frage,	-n Ich habe eine Frage.
A1	die Frau,	-en Das ist Frau Becker. | Guten Tag, Frau Schmitt! | Hier arbeiten mehr Frauen als Männer.
A1	frei	Ist der Platz noch frei?
A1	die Freizeit	In meiner Freizeit spiele ich oft Fußball.
A1	fremd	Das weiß ich nicht; ich bin fremd hier.
A1	(sich) freuen	Ich freue mich auf den Urlaub.
A1	der Freund,	-e Das ist ein Freund von mir. | Das ist meine Freundin.
A1	früher	Früher waren wir oft zusammen im Kino.
A1	frühstücken	Am Sonntag frühstücke ich gern im Bett.
A1	das Frühstück	Möchtest du ein Ei zum Frühstück?
A1	die Führung	Die Führung durch das Haus beginnt in 3 Minuten.
A1	für	Das ist für Sie. | Das ist der Schlüssel für die Haustür. | Das ist das Brot für morgen.
A1	der Fuß,	-ü, e Der linke Fuß tut mir weh.
A1	der Fußball	Spielt ihr gerne Fußball?
A1	der Garten	Wir haben leider keinen Garten.
A1	der Gast,	-ä, e Am Wochenende haben wir mehrere Gäste.
A1	geben	Kannst du mir bitte deinen Kugelschreiber geben? | Es gibt keine Karten mehr.
A1	geboren	Ich bin in Zagreb geboren.
A1	das Geburtsjahr	Das Geburtsjahr Ihres Sohnes, bitte?
A1	der Geburtsort	Bitte schreiben Sie Ihren Geburtsort auf das Formular.
A1	der Geburtstag	Herzlichen Glückwunsch zum Geburtstag!
A1	gefallen	Das gefällt mir.
A1	gegen	Fahr nicht gegen den Baum! | Ich bin gegen diese Lösung. | Wer spielt gegen wen?
A1	gehen	Ich weiß nicht, wie das geht. | Wie geht‘s? | Jetzt muss ich (aber) leider gehen. | Ich muss zum Arzt gehen. | Das geht nicht!
A1	gehören	Wem gehört das?
A1	das Geld	Hast du noch Geld?
A1	das Gemüse	Gemüse brauchen wir auch noch.
A1	das Gepäck	Wollen Sie Ihr Gepäck mitnehmen?
A1	gerade	Da kommt er ja gerade.
A1	geradeaus	Gehen Sie immer geradeaus!
A1	gern(e)	Ich gehe gerne einkaufen.
A1	das Geschäft,	-e Die Geschäfte schließen um 18.30 Uhr.
A1	das Geschenk,	-e Danke für das schöne Geschenk.
A1	die Geschwister	(pl.) Ich habe leider keine Geschwister.
A1	das Gespräch,	-e Das Gespräch mit Frau Kunz ist um 14 Uhr.
A1	gestern	Gestern war ich krank.
A1	gestorben	Meine Frau ist gestern gestorben.
A1	das Getränk,	-e Mein Lieblingsgetränk ist Tomatensaft.
A1	das Gewicht	Bei „Gewicht“ schreibst du: 62 Kilo.
A1	gewinnen	Wer gewinnt das Spiel?
A1	das Glas,	-ä, er Bitte noch ein Glas Wein! | Wir brauchen noch drei Gläser.
A1	glauben	Sie können mir glauben, es ist so. | Ich glaube, er kommt gleich.
A1	gleich	Das ist mir gleich. | Das ist der gleiche Preis. | Ich komme gleich.
A1	das Gleis,	-e Der ICE nach Berlin hält heute an Gleis 12.
A1	das Glück	Viel Glück!
A1	glücklich	Meine Kinder sind glücklich verheiratet.
A1	der Glückwunsch	Herzlichen Glückwunsch zum Geburtstag. | Grad (Celsius) Heute haben wir dreißig Grad.
A1	gratulieren	Ich gratuliere dir!
A1	grillen	Heute grillen wir im Garten.
A1	groß	Mein Bruder und ich sind gleich groß. | Frankfurt ist eine große Stadt.
A1	die Größe	Haben Sie das auch in Größe 40?
A1	die Großeltern	(pl.) Meine Großeltern leben in Japan.
A1	die Großmutter	Meine Großmutter heißt Eva.
A1	der Großvater	Mein Großvater ist schon 80.
A1	die Gruppe,	-n Die erste Gruppe beginnt um 16 Uhr.
A1	der Gruß,	-ü, e Viele Grüße an Ihre Frau.
A1	gültig	Der Pass ist nicht mehr gültig.
A1	günstig	Dort gibt es günstige Angebote.
A1	gut	Das finde ich gut. | Ich komme um 13 Uhr. – Gut! | Guten Morgen! | Ein gutes neues Jahr! | Guten Appetit!
A1	das Haar,	-e Sie hat lange Haare.
A1	haben	Ich habe ein neues Auto.
A1	das Hähnchen,	- Ein Hähnchen mit Pommes bitte!
A1	die Halbpension	Möchten Sie Vollpension oder Halbpension?
A1	hallo	Hallo Inge! Wie geht’s?
A1	halten	Dieser Zug hält nicht in Rüdesheim.
A1	die Haltestelle	An der nächsten Haltestelle müssen Sie aussteigen.
A1	die Hand,	-ä, e Er gibt mir die Hand.
A1	das Handy,	-s In der Schule bitte die Handys ausmachen!
A1	das Haus,	-ä, er In welchem Haus wohnst du? | Ich gehe jetzt nach Hause. | Paul ist nicht zu Hause.
A1	die Hausaufgabe,-n	Kannst du mir bei den Hausaufgaben helfen? | ein.
A1	die Heimat	Ich komme aus der Schweiz. Das ist meine Heimat.
A1	heiraten	Meine Schwester heiratet einen Japaner.
A1	heißen	Ich heiße Charlotte Meier. | Wie heißt das auf Deutsch?
A1	helfen	Können Sie mir helfen, bitte?
A1	hell	Im Sommer ist es bis 21 Uhr hell.
A1	der Herd	In der neuen Küche fehlt noch der Herd.
A1	der Herr,	-en Guten Tag, Herr Sommer!
A1	herzlich	Herzlichen Glückwunsch!
A1	heute	Heute ist ein schöner Tag.
A1	hier	Hier ist 06131-553221, Pamela Linke. | Hier wohne ich.
A1	die Hilfe	Hilfe! Bitte helfen Sie mir! | Brauchen Sie meine Hilfe?
A1	hinten	Die Tür zum Aussteigen ist hinten.
A1	das Hobby,	-s Meine Hobbys sind Wandern und Schwimmen.
A1	hoch	Der Mount Everest ist 8.880 Meter hoch.
A1	die Hochzeit	Zur dieser Hochzeit kommen mehr als fünfzig Gäste.
A1	holen	Ich hole zwei Flaschen Wasser aus der Küche.
A1	hören	Hör mal! Was ist das? | Ich habe das Lied schon mal gehört.
A1	das Hotel,	-s Im Urlaub sind wir in einem Hotel am Meer.
A1	der Hund,	-e Der Hund ist noch jung.
A1	der Hunger	Ich habe Hunger! Wann ist das Essen fertig?
A1	ich	Ich heiße Veronika.
A1	ihr/ihm/ihn	Gib ihr/ihm bitte das Buch. | Ruf ihn bitte an.
A1	immer	Frau Bast kommt immer zu spät.
A1	in	Ich wohne in Wiesbaden. | Der Zug kommt in fünf Minuten. | Frau Rausch arbeitet in einem Geschäft. | Komm, wir gehen ins Kino.
A1	die Information,	-en Wenn Sie Fragen haben, gehen Sie zur Information. | Wir haben hier wichtige Informationen für Sie.
A1	aus	Italien, Conchi aus Spanien, Yin aus China ...
A1	das Internet	Das findest du im Internet.
A1	ja	Sind Sie Herr Watanabe? – Ja.
A1	die Jacke,	-n Zieh dir eine Jacke an. Es ist kalt.
A1	jed-	Blumen kannst du in jedem Bahnhof kaufen.
A1	jetzt	Jetzt machen wir eine Pause.
A1	der Job,	-s Jenny hat einen neuen Job bei der Post.
A1	der Jugendliche,	-n Viele Jugendliche kaufen gern ein.
A1	jung	Claudia ist 21. – Was? Noch so jung?
A1	der Junge,	-n Ich habe zwei Kinder. Einen Jungen und ein Mädchen.
A1	der Kaffee	Zum Frühstück trinke ich immer Kaffee.
A1	kaputt	Das Glas war teuer. Es geht sehr leicht kaputt. | Urlaub. | Wollen wir Karten spielen? | Ich möchte auch etwas essen. Bringen Sie mir die Karte, | bitte.
A1	(Kredit)-Karte, -n	Kann ich auch mit Karte (be-) zahlen?
A1	die Kartoffel,	-n Für Pommes frites braucht man Kartoffeln.
A1	die Kasse	Zahlen Sie bitte an der Kasse.
A1	kaufen	Tim kauft sich ein neues Auto.
A1	kein	Es gibt keine Eintrittskarten mehr.
A1	kennen	Kennen Sie diese Frau? – Nein, leider nicht.
A1	kennenlernen	Wir sind neu hier. Wir möchten Sie kennenlernen.
A1	das Kind,	-er Wie viele Kinder haben Sie?
A1	der Kindergarten	Die kleine Laura geht schon in den Kindergarten.
A1	das Kino,	-s Wir sehen heute Abend im Kino einen schönen Film. | Zeitungen.
A1	klar	Kommst du mit? – Klar!
A1	die Klasse	In unserer Klasse sind fünfundzwanzig Schüler. | Im Zug fahre ich immer 2. Klasse.
A1	die Kleidung	Wo finde ich Kleidung? – Jacken im ersten, Jeans im
A1	zweiten	Stock.
A1	klein	Eltville ist eine kleine Stadt am Rhein.
A1	kochen	Herr Georgi kann gut kochen.
A1	der Koffer,	– Ist das Ihr Koffer?
A1	der Kollege,	-n Wie heißt die neue Kollegin?
A1	kommen	Woher kommen Sie? – Aus Frankreich. | Kommst du mit ins Schwimmbad?
A1	können	Ich kann Deutsch und Russisch. | Können Sie mir helfen?
A1	das Konto	Das Geld überweisen wir am ersten März auf Ihr Konto.
A1	der Kopf	Mein Kopf tut weh!
A1	kosten	Wie viel kostet das? – 10 Euro.
A1	und liege	im Bett.
A1	kriegen	Ich kriege 15 Euro in der Stunde für meine Arbeit.
A1	die Küche	Der neue Herd kommt in die Küche.
A1	der Kuchen	Ich nehme ein Stück Kuchen.
A1	der Kugelschreiber	Hast du einen Kugelschreiber für mich?
A1	der Kühlschrank	Haben wir noch Milch? – Ja, im Kühlschrank.
A1	kulturell	Ich bin kulturell interessiert. Ich gehe oft ins Museum.
A1	sich kümmern	Jede Mutter kümmert sich um ihre kleinen Kinder.
A1	der Kunde,	-n Einen Moment, bitte. Ich habe eine Kundin.
A1	der Kurs,	-e Der Deutschkurs geht bis zum Sommer.
A1	kurz	Ricardo hat kurzes Haar.
A1	lachen	Die Kinder lachen viel.
A1	der Laden,	-ä Im Buchladen können Sie Bücher kaufen.
A1	das Land,	-ä, er Italien ist ein schönes Land.
A1	lang	Die Jeans ist zu lang.
A1	lange	Wie lange fährt der Zug von Hamburg nach Berlin?
A1	langsam	Könnten Sie bitte etwas langsamer sprechen?
A1	laufen	Ich möchte nicht Auto fahren, ich möchte laufen.
A1	laut	Nicht so laut! Das Baby schläft.
A1	leben	Sie lebt bei ihrer Schwester. | Ihre Eltern leben nicht mehr.
A1	das Leben	Das Leben in diesem Land ist teuer.
A1	mittel (pl.)	Lebensmittel bekommen Sie im Supermarkt.
A1	ledig	Sind Sie verheiratet? – Nein. Ledig.
A1	legen	Legen Sie das Buch auf den Tisch.
A1	der Lehrer,	– Unsere Deutschlehrerin heißt Frau Müller.
A1	leicht	Der Koffer ist leicht. | Deutsch ist nicht leicht.
A1	leider	Leider kann ich nicht kommen. Ich muss zum Arzt.
A1	leise	Seid leise. Die anderen schlafen schon.
A1	lernen	Wie lange lernen Sie schon Deutsch?
A1	lesen	Ich lese ein Buch von García Márquez.
A1	letzt-	Morgen ist der letzte Kurstag.
A1	die Leute	(pl.) In der Disko sind viele Leute.
A1	das Licht	Wo macht man hier das Licht an?
A1	lieben	Ich liebe dich!
A1	lieber	Sie fährt lieber mit der Bahn. | Lieblings- Mein Lieblingsfilm ist „Schwarze Augen“.
A1	das Lied,	-er Welches ist dein Lieblingslied?
A1	liegen	Um neun Uhr liegt Judith noch im Bett. | Frankfurt liegt am Main.
A1	links	Gehen Sie die nächste Straße links.
A1	der Lkw,	-s Dieser Lastkraftwagen ist sehr groß.
A1	das Lokal	In unserer Straße gibt es ein neues Lokal.
A1	die Lösung,	-en Die Lösung ist ganz einfach.
A1	lustig	Frau Mertens ist lustig. Sie lacht immer.
A1	machen	Was machst du heute Abend? | Ich muss jetzt das Essen machen. | Das macht 5 Euro 95. | Das macht nichts.
A1	das Mädchen,	– Familie Kurz bekommt ein Baby. – Junge oder Mädchen?
A1	man	Hier darf man nicht rauchen.
A1	der Mann,	-ä, er Mein Mann arbeitet bei der Polizei.
A1	männlich	Kreuzen Sie bitte an: „weiblich“ oder „männlich“.
A1	die Maschine,	-n Die Waschmaschine ist günstig.
A1	das Meer	Wir machen Urlaub am Meer.
A1	mehr	Dieses Auto kostet 1.000 Euro mehr als das andere.
A1	mein	Mein Vater ist Arzt.
A1	meist-	Die meisten Norddeutschen sind sehr groß.
A1	der Mensch,	-en Die Menschen sind hier anders als bei uns.
A1	mieten	Ich möchte ein Auto mieten.
A1	die Miete	Die Miete für diese Wohnung ist 600 Euro.
A1	die Milch	Die Milch steht im Kühlschrank.
A1	mit	Trinken Sie den Kaffee mit Milch?
A1	mitbringen	Ich gehe einkaufen. Soll ich dir was mitbringen?
A1	mitkommen	Ich gehe ins Kino. Kommst du mit?
A1	mitmachen	Warum macht ihr nicht mit?
A1	mitnehmen	Nehmen wir meine Schwester ins Kino mit?
A1	die Mitte	Der Lehrer steht in der Mitte des Klassenzimmers.
A1	die Möbel	(pl.) Sind die Möbel neu?
A1	möchten	Was möchten Sie trinken?
A1	mögen	Magst du Kaffee oder Tee?
A1	möglich	Mit dieser Fahrkarte ist die Fahrt ab 9 Uhr möglich.
A1	der Moment	Moment mal bitte! | Einen Moment bitte.
A1	morgen	Morgen beginnt die Schule um 10 Uhr.
A1	müde	Ich bin müde. Ich gehe schlafen.
A1	der Mund	Öffnen Sie den Mund.
A1	müssen	Ich muss jeden Tag von 8 Uhr bis 18 Uhr arbeiten.
A1	die Mutter,	-ü Frau Berghäuser ist die Mutter von Michaela.
A1	nach	Ich gehe jetzt nach Hause. | Ich fliege nach München. | Es ist schon 5 nach 12.
A1	nächst-	Sehen wir uns nächste Woche?
A1	der Name,	-n Mein Name ist Thomas Schmidt. | Mein Vorname ist Thomas; Schmidt ist der Familienname.
